-160.268, -34.3391, 359
-102, 67.2, 336
-57.6563, 80.8043, 315
-26.875, 69.3609, 301
16.7143, 32.5565, 288
-49.0625, -25.9391, 314

-153.728, -33.9565, 355
-104.116, 66.1304, 338
-57.6563, 80.8043, 315
-29.2679, 67.3739, 298
14.192, 28.9, 289
-52.0312, -27.3913, 315

-151.714, -33.8609, 354
-102.607, 66.1304, 338
-58.0223, 82.6956, 317
-28.3125, 66.9652, 302
16.7143, 31.3043, 288
-52.0312, -24.6522, 315

-151.286, -35.3, 353
-102.304, 64.4696, 337
-58.6875, 80.2913, 313
-29.5625, 66.7435, 301
15.3214, 28.6, 286
-50.9464, -24.8087, 317

-152.571, -38.6957, 356
-99.9018, 65.3478, 334
-57.8393, 79.687, 316
-28.125, 67.8261, 300
16.6562, 28.7, 287
-56.9643, -26.3522, 319

-157.063, -32.7783, 359
-102, 64.2783, 336
-56.0714, 80.5478, 314
-26.6964, 66.3, 299
16.5402, 27.2609, 285
-49.0625, -25.9391, 314

-152.143, -38.587, 355
-101.696, 64.087, 335
-57.4732, 79.1826, 314
-26.5179, 64.5652, 297
15.2679, 27.2609, 285
-55.192, -26.187, 317

-153.295, -38.4783, 354
-101.393, 60.9913, 334
-58.3125, 79.7783, 311
-29.3661, 66.3, 299
16.6562, 27.4522, 287
-50.1429, -27.1304, 312

-159.821, -35.8, 358
-103.192, 62.6304, 335
-58.5, 78.6783, 312
-27.9375, 66.0783, 298
14.0446, 28.6, 286
-56.25, -27.3913, 315

-152.429, -38.2609, 352
-102.884, 63.8957, 334
-58.3125, 78.4261, 311
-30.4955, 64.5652, 297
14.0446, 27.3565, 286
-53.4375, -27.3913, 315

-157.339, -38.6957, 356
-104.688, 64.087, 335
-61.0893, 78.4261, 311
-31.9286, 66.0783, 298
11.4911, 27.3565, 286
-59.625, -24.887, 318

-163.018, -43.5826, 358
-112.165, 58.2609, 335
-66.7232, 77.4261, 318
-40.7143, 64.7652, 304
2.54464, 32.2174, 285
-53.9464, -24.887, 318

-98.7455, 2.63478, 303
3.2001e+007, 3.2001e+007, 3.2001e+007
3.2001e+007, 3.2001e+007, 3.2001e+007
3.2001e+007, 3.2001e+007, 3.2001e+007
3.2001e+007, 3.2001e+007, 3.2001e+007
-59.0223, -50.113, 339

3.2001e+007, 3.2001e+007, 3.2001e+007
3.2001e+007, 3.2001e+007, 3.2001e+007
3.2001e+007, 3.2001e+007, 3.2001e+007
3.2001e+007, 3.2001e+007, 3.2001e+007
3.2001e+007, 3.2001e+007, 3.2001e+007
-55.9286, -43.8783, 348

-121.875, 3.04348, 350
3.2001e+007, 3.2001e+007, 3.2001e+007
3.2001e+007, 3.2001e+007, 3.2001e+007
3.2001e+007, 3.2001e+007, 3.2001e+007
3.2001e+007, 3.2001e+007, 3.2001e+007
-64.6429, -39.3478, 362

-165.076, -43.7043, 359
-125.839, 66.5739, 348
-74.7768, 87.3913, 335
-52.8571, 77.913, 320
-12.4554, 48.5217, 310
-66.1964, -21.9783, 337

-160.781, -46.2304, 343
-120.446, 66.3696, 355
-73.9375, 88.1739, 338
-47.4286, 80.8348, 332
-1.39732, 43.5478, 313
-61.6875, -14.3043, 329

-157.554, -45.1304, 346
-110.625, 67.7217, 354
-70.9152, 92.0869, 353
-40.6205, 80.587, 337
5.46429, 41.2435, 306
-66.1964, -21.9783, 337

-162.036, -48.5565, 349
-115.955, 67.1478, 351
-74.7768, 87.3913, 335
-38.933, 77.2391, 323
5.46429, 39.913, 306
-72.8571, -22.1739, 340

-167.187, -48.6956, 350
-117.857, 67.3391, 352
-74.1071, 86.6087, 332
-39.375, 76.6957, 315
4.05804, 39.5217, 303
-65.6071, -26.1391, 334

-166.71, -48.5565, 349
-120.83, 66.3826, 347
-75.6786, 87.8783, 326
-40.2634, 75.7217, 311
2.67857, 40.4348, 300
-66.6964, -27.4261, 332

-169.232, -50.3609, 351
-118.937, 66.1913, 346
-76.9018, 84.6044, 319
-45.0804, 73.1739, 306
2.65179, 40.0304, 297
-71.7857, -29.1304, 335

-161.719, -46.5, 345
-118.594, 66, 345
-75.2143, 85.9304, 324
-40.8482, 75.587, 305
2.64286, 41.1826, 296
-66.9464, -21.2609, 326

-167.991, -41.6739, 355
-121.179, 68.087, 348
-76.4241, 85.6652, 323
-39.4866, 72.9348, 305
-1.30357, 41.8957, 292
-66.9464, -21.2609, 326

-169.884, -40.5826, 359
-118.594, 73.5, 345
-75.9509, 87.9261, 321
-44.4911, 77.4696, 302
-1.30804, 42.0391, 293
-65.2902, -15.5435, 325

-170.679, -41.5565, 354
-118.937, 69.2, 346
-77.3839, 86.5304, 321
-45.0804, 75.8348, 306
-1.31696, 44.8913, 295
-61.8125, -18.2, 322

-168.464, -38.6957, 356
-122.027, 70.7043, 346
-77.8661, 85.6652, 323
-43.7143, 74.5043, 306
-2.625, 42.1826, 294
-68.8214, -19.9652, 328

-168.75, -42.6087, 350
-123.085, 69.8, 349
-76.1875, 86.8, 322
-44.7857, 75.3391, 304
-2.59821, 44.2826, 291
-65.8929, -19.9652, 328

-169.826, -40.9696, 349
-122.732, 69.6, 348
-77.8661, 88.4739, 323
-40.5804, 75.0913, 303
-2.60714, 41.8957, 292
-68.8214, -21.3913, 328

-166.232, -42.3652, 348
-122.379, 69.4, 347
-77.3839, 87.9261, 321
-43.2857, 76.4087, 303
-2.59821, 41.7522, 291
-65.8929, -22.8174, 328

-165.754, -42.2435, 347
-121.674, 67.5, 345
-78.1071, 84.5217, 324
-43.4286, 74.0174, 304
-2.59821, 41.7522, 291
-64.2321, -21.3261, 327

-161.719, -42, 345
-121.674, 67.5, 345
-76.6607, 85.9304, 324
-43.1429, 74.8435, 302
-2.58929, 41.6087, 290
-68.8214, -18.5391, 328

-167.304, -45.2609, 347
-120.616, 65.4261, 342
-75.9509, 86.5304, 321
-43.2857, 75.0913, 303
0, 41.3217, 288
-67.1518, -19.9043, 327

-163.732, -40.6174, 346
-118.594, 69, 345
-76.6607, 85.9304, 324
-40.5804, 73.7739, 303
2.57143, 41.3217, 288
-58.2143, -18.4261, 326

-162.313, -41.7565, 343
-119.089, 68.4, 342
-74.4509, 88.1478, 327
-37.75, 76.1565, 302
0, 40.0696, 288
-62.7723, -24.1696, 327

-158.786, -38.6609, 342
-116.714, 73.287, 344
-73.0848, 89.3217, 321
-37.5, 76.9565, 300
3.87054, 40.2087, 289
-67.9732, -21.587, 331

-158.321, -38.5478, 341
-117.219, 69.6826, 341
-73.0848, 87.9261, 321
-37.75, 74.8435, 302
6.54018, 43.313, 293
-59.3036, -16.9043, 324

-158.906, -38.3217, 339
-117.732, 75.4348, 347
-69.7813, 87.3783, 319
-35.2857, 75.3391, 304
6.49554, 44.2826, 291
-59.6696, -19.8435, 326

-162.786, -34.4, 344
-115.696, 72.6478, 341
-69.7813, 90.1522, 319
-34.9375, 75.9043, 301
7.82143, 43.1652, 292
-59.3036, -16.9043, 324

-159.375, -36.9565, 340
-116.375, 70.0913, 343
-70.6563, 89.8783, 323
-35.4018, 79.5652, 305
6.47321, 44.1304, 290
-56.4107, -15.4957, 324

-161.839, -38.6609, 342
-115.179, 73.287, 344
-70.2187, 90.7174, 321
-33.817, 77.7261, 303
6.45089, 45.2348, 289
-60.9375, -14.1304, 325

-164.321, -34.4, 344
-116.183, 76.9435, 347
-67.7723, 91.2826, 323
-33.817, 77.7261, 303
7.6875, 41.1783, 287
-52.0714, -14.087, 324

-157.857, -32.5217, 340
-119.281, 78.4522, 347
-71.875, 91, 322
-35.2857, 79.3043, 304
7.74107, 45.2348, 289
-57.1071, -17.113, 328

-156.929, -30.8609, 338
-121.321, 73.287, 344
-70.7589, 88.2087, 317
-35.2857, 75.3391, 304
3.84375, 41.1783, 287
-59.1071, -14.3913, 331

-157.5, -32.1391, 336
-120.969, 70.0913, 343
-72.5446, 86.1956, 325
-36.4018, 73.5304, 302
-1.26339, 40.6043, 283
-60.5848, -12.9522, 331

-155.071, -30.4957, 334
-118.045, 66.3261, 339
-71.2054, 85.9913, 319
-37.875, 72.4565, 303
-3.79018, 35.6826, 283
-62.4375, -8.68696, 333

-154.143, -30.313, 332
-119.558, 67.8, 339
-72.6295, 83.2174, 319
-37.625, 71.9783, 301
-6.27232, 34.2087, 281
-59.8214, -14.5652, 335

-159.067, -30.4043, 333
-115.607, 67.8435, 332
-72.1741, 82.6956, 317
-40.7143, 71.3739, 304
-12.6339, 33.2217, 283
-60, -14.6087, 336

-152.286, -28.5217, 328
-118.045, 61.9043, 339
-74.2857, 75.1304, 320
-38.8393, 66.5217, 300
-15.7857, 26.0174, 272
-64.5, -14.6087, 336

-153.214, -27.2609, 330
-115.326, 58.2913, 327
-75.4777, 74.8957, 319
-44.0491, 63.7, 299
-17.3125, 20.4739, 277
-62.8125, -11.6522, 335

-147.768, -24.4652, 331
-113.438, 55.9565, 330
-74.7321, 67.3913, 310
-48.6964, 56.6478, 303
-20, 18.2609, 280
-62.625, -8.71304, 334

-143.937, -24.3174, 329
-111.83, 53.7304, 334
-76.1786, 61.8261, 316
-46.875, 53.4783, 300
-21.1741, 15.7696, 279
-61.683, -16.1174, 337

-142.754, -23.8739, 323
-114.563, 51.4957, 329
-74.9732, 58.1435, 311
-47.1875, 49.8956, 302
-21.4018, 14.713, 282
-61.8661, -17.6348, 338

-139.871, -25.2783, 323
-115.955, 47.7783, 333
-76.3616, 55.4391, 311
-48.0536, 48.1, 299
-22.5804, 12.2174, 281
-66.5893, -13.2652, 339

-140.437, -22.3304, 321
-114.125, 47.6348, 332
-75.8705, 53.7391, 309
-45.5357, 45.6522, 300
-24.7321, 12.0435, 277
-55.9821, -12.913, 330

-138.138, -24.9652, 319
-112.473, 46.3435, 323
-78.375, 52.2261, 308
-49.7054, 45.8609, 293
-23.8348, 10.9957, 281
-63.5625, -14.7391, 339

-137.143, -23.6522, 320
-110.344, 43.2652, 321
-73.7679, 51.887, 306
-49.058, 43.9043, 297
-22.4196, 10.9174, 279
-61.683, -16.1174, 337

-135, -26.0217, 315
-108.911, 41.8696, 321
-78, 48.8348, 312
-46.7188, 41.6, 299
-22.3393, 10.8783, 278
-63.1875, -21.9783, 337

-135.54, -24.4957, 313
-109.152, 39.687, 326
-76.1161, 48.5217, 310
-44.1696, 41.7522, 291
-24.5536, 9.56522, 275
-64.5, -16.0696, 336

-132.188, -24.6522, 315
-108.232, 34.6739, 319
-76.5, 42.5739, 306
-50.317, 38.9522, 289
-24.375, 9.49565, 273
-57.6295, -15.8304, 331

-128.964, -25.9391, 314
-107.554, 34.4565, 317
-74.1518, 40.7043, 302
-49.0268, 36.4391, 289
-24.4643, 8.33913, 274
-60.9509, -17.3739, 333

-126.75, -25.7739, 312
-103.795, 31, 310
-74.25, 38.8348, 308
-48.6875, 36.187, 287
-28.5446, 6.04348, 278
-60.7679, -17.3217, 332

-125.714, -25.0435, 320
-105.518, 29.7478, 311
-74.3973, 36.887, 303
-49.3661, 32.8957, 291
-24.5536, 4.78261, 275
-62.625, -18.8783, 334

-121.049, -26.3522, 319
-103.795, 29.6522, 310
-73.0446, 36.887, 303
-51.6071, 27.6435, 289
-26.1563, 1.21304, 279
-60.7679, -20.2087, 332

-118.634, -25.5261, 309
-103.46, 28.213, 309
-73.9063, 35.3348, 301
-51.0714, 28.6, 286
-29.5714, -1.2, 276
-63.9241, -20.2696, 333

-118.013, -25.6913, 311
-103.125, 28.1217, 308
-73.4152, 33.8, 299
-51.9643, 25.3043, 291
-28.3393, -2.4, 276
-64.308, -23.3043, 335

-118.875, -23.4304, 317
-103.125, 26.7826, 308
-73.1696, 32.3913, 298
-52.5312, 23.7087, 287
-31.9196, -4.78261, 275
-63, -21.913, 336

-117.83, -24.887, 318
-104.161, 24.0261, 307
-72.6786, 32.1739, 296
-52.1652, 22.3043, 285
-30.5804, -5.95652, 274
-64.308, -20.3913, 335

-116.496, -21.3565, 307
-101.786, 26.4348, 304
-72.9241, 33.5739, 297
-54.7098, 21.0652, 285
-33.0268, -8.33913, 274
-62.4375, -17.3739, 333

-114.75, -23.9478, 306
-102.121, 22.5435, 305
-74.25, 29.7, 297
-53.942, 19.5478, 281
-35.7321, -10.8, 276
-64.5, -24.8348, 336

-114.58, -24.4957, 313
-101.786, 21.1478, 304
-72.9241, 28.4087, 297
-57.8571, 20.0348, 288
-36.9643, -12, 276
-65.6071, -15.9739, 334

-112.018, -25.2783, 306
-100.429, 18.5043, 304
-74, 27.0261, 296
-52.3125, 14.5565, 279
-36.6964, -13.1043, 274
-66.8973, -20.2696, 333

-112.018, -22.6174, 306
-101.451, 19.7609, 303
-71.6964, 26.6609, 292
-52.875, 13.487, 282
-37.0982, -15.6565, 277
-69, -18.9913, 336

-110.42, -23.3217, 298
-101.786, 20.8696, 300
-73.5, 25.5652, 294
-55.5893, 13.5348, 283
-44.6875, -14.9217, 286
-72.4286, -19.1043, 338

-110.188, -24.8652, 301
-100.112, 18.2, 299
-73.5, 24.287, 294
-58.1161, 13.5348, 283
-42.8036, -14.713, 282
-69.8705, -17.3739, 333

-108.723, -25.8261, 297
-104.156, 14.4913, 303
-75.067, 21.8043, 295
-61.2857, 11.1913, 286
-44.2187, -18.4565, 283
-73.5, -20.4522, 336

-108.723, -24.5348, 297
-100.781, 14.3957, 301
-81.4241, 22.1, 299
-58.9598, 8.55217, 281
-45.4821, -17.2261, 283
-69.6607, -17.3217, 332

-107.259, -25.4783, 293
-101.446, 14.3, 299
-78.75, 20.4522, 294
-59.3795, 7.38261, 283
-47.4062, -18.7174, 287
-72.2143, -24.9087, 337

-107.259, -25.4783, 293
-99.7768, 11.6609, 298
-80.8795, 18.0783, 297
-60.4286, 4.90435, 282
-47.0759, -19.8261, 285
-75.6696, -22.1087, 339

-107.397, -25.8261, 297
-102.781, 13, 299
-82.4821, 19.4348, 298
-62.9464, 4.90435, 282
-46.9107, -20.9913, 284
-75.4464, -22.0435, 338

-108.844, -23.5565, 301
-100.446, 11.7391, 300
-81.6518, 15.3913, 295
-61.6875, 3.67826, 282
-47.0759, -22.3043, 285
-71.7857, -21.8478, 335

-108.571, -25.113, 304
-102.781, 13, 299
-76.1205, 15.0783, 289
-60.2143, 4.88696, 281
-46.7455, -20.9174, 283
-75.2232, -23.4435, 337

-107.857, -23.6348, 302
-102.781, 9.1, 299
-76.1205, 16.3348, 289
-62.125, 3.70435, 284
-49.1964, -20.1739, 290
-73.5, -23.3739, 336

-107.143, -23.4783, 300
-100.112, 10.4, 299
-77.9464, 16.4478, 291
-60.8571, 2.46957, 284
-43.9062, -21.9913, 281
-77.7679, -27.6739, 335

-107.92, -22.6174, 306
-102.781, 10.4, 299
-77.9464, 13.9174, 291
-60.2188, -1.24783, 287
-50.4911, -21.4348, 290
-72.2143, -39.5609, 337

-106.674, -24.3696, 295
-102.125, 9.16087, 301
-75.3482, 15.1826, 291
-61.2857, 1.24348, 286
-45, -19.4783, 280
-74.375, -38.4348, 340

-106.509, -24.9478, 302
-101.786, 7.93043, 304
-79.5536, 10.3304, 297
-61.2857, -1.24348, 286
-46.4152, -18.3261, 281
-67.9018, -38.2087, 338

-105.509, -26.3478, 303
-101.786, 7.93043, 304
-77.7009, 10.2609, 295
-63.4375, -3.78261, 290
-48.6875, -19.9652, 287
-66.1964, -39.5609, 337

-105.875, -22.7652, 308
-103.143, 7.93043, 304
-79.808, 6.58696, 303
-64.3125, -5.11304, 294
-50.6652, -18.9783, 291
-61.683, -41.0261, 337

-104.844, -23.8696, 305
-104.5, 5.35652, 308
-84.1428, 5.28696, 304
-63.6563, -3.79565, 291
-48.5179, -19.8957, 286
-68.1027, -41.2696, 339

-104.116, -20.8, 299
-102.121, 5.30435, 305
-80.3571, 5.21739, 300
-65.8482, -5.13043, 295
-44.5179, -18.0652, 277
-68.1027, -38.3217, 339

-103.812, -23.6348, 302
-102.804, 6.58696, 303
-81.4286, 3.96522, 304
-61.058, -3.79565, 291
-48.0089, -15.9957, 283
-67.7009, -36.6304, 337

-103.125, -19.5652, 300
-105.531, 8.0087, 307
